season,game_type,week,gameday,home_team,away_team,home_score,away_score,location,stadium_id,stadium
2022,REG,11,2022-11-20,PIT,CIN,30,37,Home,PIT00,Acrisure Stadium
2022,REG,11,2022-11-20,BUF,CLE,31,23,Neutral,DET00,Ford Field
2022,REG,11,2022-11-20,MIN,DAL,3,40,Home,MIN01,U.S. Bank Stadium
2022,REG,11,2022-11-20,NYG,DET,18,31,Home,NYC01,MetLife Stadium
2022,REG,11,2022-11-20,LAC,KC,27,30,Home,LAX01,SoFi Stadium
2022,REG,11,2022-11-20,NO,LA,27,20,Home,NOR00,Mercedes-Benz Superdome
2022,REG,11,2022-11-20,DEN,LV,16,22,Home,DEN00,Empower Field at Mile High
2022,REG,11,2022-11-20,NE,NYJ,10,3,Home,BOS00,Gillette Stadium
2022,REG,11,2022-11-20,IND,PHI,16,17,Home,IND00,Lucas Oil Stadium
2022,REG,11,2022-11-20,HOU,WAS,10,23,Home,HOU00,NRG Stadium
2022,REG,11,2022-11-21,ARI,SF,10,38,Neutral,MEX00,Azteca Stadium
2022,REG,12,2022-11-24,DET,BUF,25,28,Home,DET00,Ford Field
2022,REG,12,2022-11-24,MIN,NE,33,26,Home,MIN01,U.S. Bank Stadium
2022,REG,12,2022-11-24,DAL,NYG,28,20,Home,DAL00,AT&T Stadium
2022,REG,12,2022-11-27,WAS,ATL,19,13,Home,WAS00,FedExField
2022,REG,12,2022-11-27,JAX,BAL,28,27,Home,JAX00,TIAA Bank Stadium
2022,REG,12,2022-11-27,NYJ,CHI,31,10,Home,NYC01,MetLife Stadium
2022,REG,12,2022-11-27,TEN,CIN,16,20,Home,NAS00,Nissan Stadium
2022,REG,12,2022-11-27,CAR,DEN,23,10,Home,CAR00,Bank of America Stadium
2022,REG,12,2022-11-27,PHI,GB,40,33,Home,PHI00,Lincoln Financial Field
2022,REG,12,2022-11-27,MIA,HOU,30,15,Home,MIA00,Hard Rock Stadium
2022,REG,12,2022-11-27,KC,LA,26,10,Home,KAN00,GEHA Field at Arrowhead Stadium
2022,REG,12,2022-11-27,ARI,LAC,24,25,Home,PHO00,State Farm Stadium
2022,REG,12,2022-11-27,SEA,LV,34,40,Home,SEA00,Lumen Field
2022,REG,12,2022-11-27,SF,NO,13,0,Home,SFO01,Levi's Stadium
2022,REG,12,2022-11-27,CLE,TB,23,17,Home,CLE00,FirstEnergy Stadium
2022,REG,12,2022-11-28,IND,PIT,17,24,Home,IND00,Lucas Oil Stadium
2022,REG,13,2022-12-01,NE,BUF,10,24,Home,BOS00,Gillette Stadium
2022,REG,13,2022-12-04,HOU,CLE,14,27,Home,HOU00,NRG Stadium
2022,REG,13,2022-12-04,BAL,DEN,10,9,Home,BAL00,M&T Bank Stadium
2022,REG,13,2022-12-04,CHI,GB,19,28,Home,CHI98,Soldier Field
2022,REG,13,2022-12-04,DAL,IND,54,19,Home,DAL00,AT&T Stadium
2022,REG,13,2022-12-04,DET,JAX,40,14,Home,DET00,Ford Field
2022,REG,13,2022-12-04,CIN,KC,27,24,Home,CIN00,Paycor Stadium
2022,REG,13,2022-12-04,LV,LAC,27,20,Home,VEG00,Allegiant Stadium
2022,REG,13,2022-12-04,SF,MIA,33,17,Home,SFO01,Levi's Stadium
2022,REG,13,2022-12-04,MIN,NYJ,27,22,Home,MIN01,U.S. Bank Stadium
2022,REG,13,2022-12-04,ATL,PIT,16,19,Home,ATL97,Mercedes-Benz Stadium
2022,REG,13,2022-12-04,LA,SEA,23,27,Home,LAX01,SoFi Stadium
2022,REG,13,2022-12-04,PHI,TEN,35,10,Home,PHI00,Lincoln Financial Field
2022,REG,13,2022-12-04,NYG,WAS,20,20,Home,NYC01,MetLife Stadium
2022,REG,13,2022-12-05,TB,NO,17,16,Home,TAM00,Raymond James Stadium
2022,REG,14,2022-12-08,LA,LV,17,16,Home,LAX01,SoFi Stadium
2022,REG,14,2022-12-11,PIT,BAL,14,16,Home,PIT00,Acrisure Stadium
2022,REG,14,2022-12-11,SEA,CAR,24,30,Home,SEA00,Lumen Field
2022,REG,14,2022-12-11,CIN,CLE,23,10,Home,CIN00,Paycor Stadium
2022,REG,14,2022-12-11,DAL,HOU,27,23,Home,DAL00,AT&T Stadium
2022,REG,14,2022-12-11,TEN,JAX,22,36,Home,NAS00,Nissan Stadium
2022,REG,14,2022-12-11,DEN,KC,28,34,Home,DEN00,Empower Field at Mile High
2022,REG,14,2022-12-11,LAC,MIA,23,17,Home,LAX01,SoFi Stadium
2022,REG,14,2022-12-11,DET,MIN,34,23,Home,DET00,Ford Field
2022,REG,14,2022-12-11,BUF,NYJ,20,12,Home,BUF00,New Era Field
2022,REG,14,2022-12-11,NYG,PHI,22,48,Home,NYC01,MetLife Stadium
2022,REG,14,2022-12-11,SF,TB,35,7,Home,SFO01,Levi's Stadium
2022,REG,14,2022-12-12,ARI,NE,13,27,Home,PHO00,State Farm Stadium
2022,REG,15,2022-12-15,SEA,SF,13,21,Home,SEA00,Lumen Field
2022,REG,15,2022-12-17,CLE,BAL,13,3,Home,CLE00,FirstEnergy Stadium
2022,REG,15,2022-12-17,MIN,IND,39,36,Home,MIN01,U.S. Bank Stadium
2022,REG,15,2022-12-17,BUF,MIA,32,29,Home,BUF00,New Era Field
2022,REG,15,2022-12-18,DEN,ARI,24,15,Home,DEN00,Empower Field at Mile High
2022,REG,15,2022-12-18,NO,ATL,21,18,Home,NOR00,Mercedes-Benz Superdome
2022,REG,15,2022-12-18,TB,CIN,23,34,Home,TAM00,Raymond James Stadium
2022,REG,15,2022-12-18,JAX,DAL,40,34,Home,JAX00,TIAA Bank Stadium
2022,REG,15,2022-12-18,NYJ,DET,17,20,Home,NYC01,MetLife Stadium
2022,REG,15,2022-12-18,HOU,KC,24,30,Home,HOU00,NRG Stadium
2022,REG,15,2022-12-18,LV,NE,30,24,Home,VEG00,Allegiant Stadium
2022,REG,15,2022-12-18,WAS,NYG,12,20,Home,WAS00,FedExField
2022,REG,15,2022-12-18,CHI,PHI,20,25,Home,CHI98,Soldier Field
2022,REG,15,2022-12-18,CAR,PIT,16,24,Home,CAR00,Bank of America Stadium
2022,REG,15,2022-12-18,LAC,TEN,17,14,Home,LAX01,SoFi Stadium
2022,REG,15,2022-12-19,GB,LA,24,12,Home,GNB00,Lambeau Field
2022,REG,16,2022-12-22,NYJ,JAX,3,19,Home,NYC01,MetLife Stadium
2022,REG,16,2022-12-24,BAL,ATL,17,9,Home,BAL00,M&T Bank Stadium
2022,REG,16,2022-12-24,CHI,BUF,13,35,Home,CHI98,Soldier Field
2022,REG,16,2022-12-24,NE,CIN,18,22,Home,BOS00,Gillette Stadium
2022,REG,16,2022-12-24,CAR,DET,37,23,Home,CAR00,Bank of America Stadium
2022,REG,16,2022-12-24,TEN,HOU,14,19,Home,NAS00,Nissan Stadium
2022,REG,16,2022-12-24,PIT,LV,13,10,Home,PIT00,Acrisure Stadium
2022,REG,16,2022-12-24,CLE,NO,10,17,Home,CLE00,FirstEnergy Stadium
2022,REG,16,2022-12-24,MIN,NYG,27,24,Home,MIN01,U.S. Bank Stadium
2022,REG,16,2022-12-24,DAL,PHI,40,34,Home,DAL00,AT&T Stadium
2022,REG,16,2022-12-24,KC,SEA,24,10,Home,KAN00,GEHA Field at Arrowhead Stadium
2022,REG,16,2022-12-24,SF,WAS,37,20,Home,SFO01,Levi's Stadium
2022,REG,16,2022-12-25,LA,DEN,51,14,Home,LAX01,SoFi Stadium
2022,REG,16,2022-12-25,MIA,GB,20,26,Home,MIA00,Hard Rock Stadium
2022,REG,16,2022-12-25,ARI,TB,16,19,Home,PHO00,State Farm Stadium
2022,REG,16,2022-12-26,IND,LAC,3,20,Home,IND00,Lucas Oil Stadium
2022,REG,17,2022-12-29,TEN,DAL,13,27,Home,NAS00,Nissan Stadium
2022,REG,17,2023-01-01,ATL,ARI,20,19,Home,ATL97,Mercedes-Benz Stadium
2022,REG,17,2023-01-01,TB,CAR,30,24,Home,TAM00,Raymond James Stadium
2022,REG,17,2023-01-01,DET,CHI,41,10,Home,DET00,Ford Field
2022,REG,17,2023-01-01,WAS,CLE,10,24,Home,WAS00,FedExField
2022,REG,17,2023-01-01,KC,DEN,27,24,Home,KAN00,GEHA Field at Arrowhead Stadium
2022,REG,17,2023-01-01,NYG,IND,38,10,Home,NYC01,MetLife Stadium
2022,REG,17,2023-01-01,HOU,JAX,3,31,Home,HOU00,NRG Stadium
2022,REG,17,2023-01-01,LAC,LA,31,10,Home,LAX01,SoFi Stadium
2022,REG,17,2023-01-01,NE,MIA,23,21,Home,BOS00,Gillette Stadium
2022,REG,17,2023-01-01,GB,MIN,41,17,Home,GNB00,Lambeau Field
2022,REG,17,2023-01-01,PHI,NO,10,20,Home,PHI00,Lincoln Financial Field
2022,REG,17,2023-01-01,SEA,NYJ,23,6,Home,SEA00,Lumen Field
2022,REG,17,2023-01-01,BAL,PIT,13,16,Home,BAL00,M&T Bank Stadium
2022,REG,17,2023-01-01,LV,SF,34,37,Home,VEG00,Allegiant Stadium
2022,REG,18,2023-01-07,LV,KC,13,31,Home,VEG00,Allegiant Stadium
2022,REG,18,2023-01-07,JAX,TEN,20,16,Home,JAX00,TIAA Bank Stadium
2022,REG,18,2023-01-08,SF,ARI,38,13,Home,SFO01,Levi's Stadium
2022,REG,18,2023-01-08,CIN,BAL,27,16,Home,CIN00,Paycor Stadium
2022,REG,18,2023-01-08,NO,CAR,7,10,Home,NOR00,Mercedes-Benz Superdome
2022,REG,18,2023-01-08,PIT,CLE,28,14,Home,PIT00,Acrisure Stadium
2022,REG,18,2023-01-08,WAS,DAL,26,6,Home,WAS00,FedExField
2022,REG,18,2023-01-08,GB,DET,16,20,Home,GNB00,Lambeau Field
2022,REG,18,2023-01-08,IND,HOU,31,32,Home,IND00,Lucas Oil Stadium
2022,REG,18,2023-01-08,SEA,LA,19,16,Home,SEA00,Lumen Field
2022,REG,18,2023-01-08,DEN,LAC,31,28,Home,DEN00,Empower Field at Mile High
2022,REG,18,2023-01-08,CHI,MIN,13,29,Home,CHI98,Soldier Field
2022,REG,18,2023-01-08,BUF,NE,35,23,Home,BUF00,New Era Field
2022,REG,18,2023-01-08,PHI,NYG,22,16,Home,PHI00,Lincoln Financial Field
2022,REG,18,2023-01-08,MIA,NYJ,11,6,Home,MIA00,Hard Rock Stadium
2022,REG,18,2023-01-08,ATL,TB,30,17,Home,ATL97,Mercedes-Benz Stadium
2023,REG,1,2023-09-07,KC,DET,20,21,Home,KAN00,GEHA Field at Arrowhead Stadium
2023,REG,1,2023-09-10,WAS,ARI,20,16,Home,WAS00,FedExField
2023,REG,1,2023-09-10,ATL,CAR,24,10,Home,ATL97,Mercedes-Benz Stadium
2023,REG,1,2023-09-10,CLE,CIN,24,3,Home,CLE00,FirstEnergy Stadium
2023,REG,1,2023-09-10,NYG,DAL,0,40,Home,NYC01,MetLife Stadium
2023,REG,1,2023-09-10,CHI,GB,20,38,Home,CHI98,Soldier Field
2023,REG,1,2023-09-10,BAL,HOU,25,9,Home,BAL00,M&T Bank Stadium
2023,REG,1,2023-09-10,IND,JAX,21,31,Home,IND00,Lucas Oil Stadium
2023,REG,1,2023-09-10,SEA,LA,13,30,Home,SEA00,Lumen Field
2023,REG,1,2023-09-10,DEN,LV,16,17,Home,DEN00,Empower Field at Mile High
2023,REG,1,2023-09-10,LAC,MIA,34,36,Home,LAX01,SoFi Stadium
2023,REG,1,2023-09-10,NE,PHI,20,25,Home,BOS00,Gillette Stadium
2023,REG,1,2023-09-10,PIT,SF,7,30,Home,PIT00,Acrisure Stadium
2023,REG,1,2023-09-10,MIN,TB,17,20,Home,MIN01,U.S. Bank Stadium
2023,REG,1,2023-09-10,NO,TEN,16,15,Home,NOR00,Mercedes-Benz Superdome
2023,REG,1,2023-09-11,NYJ,BUF,22,16,Home,NYC01,MetLife Stadium
2023,REG,2,2023-09-14,PHI,MIN,34,28,Home,PHI00,Lincoln Financial Field
2023,REG,2,2023-09-17,CIN,BAL,24,27,Home,CIN00,Paycor Stadium
2023,REG,2,2023-09-17,TB,CHI,27,17,Home,TAM00,Raymond James Stadium
2023,REG,2,2023-09-17,ATL,GB,25,24,Home,ATL97,Mercedes-Benz Stadium
2023,REG,2,2023-09-17,HOU,IND,20,31,Home,HOU00,NRG Stadium
2023,REG,2,2023-09-17,JAX,KC,9,17,Home,JAX00,TIAA Bank Stadium
2023,REG,2,2023-09-17,TEN,LAC,27,24,Home,NAS00,Nissan Stadium
2023,REG,2,2023-09-17,BUF,LV,38,10,Home,BUF00,New Era Field
2023,REG,2,2023-09-17,NE,MIA,17,24,Home,BOS00,Gillette Stadium
2023,REG,2,2023-09-17,ARI,NYG,28,31,Home,PHO00,State Farm Stadium
2023,REG,2,2023-09-17,DAL,NYJ,30,10,Home,DAL00,AT&T Stadium
2023,REG,2,2023-09-17,DET,SEA,31,37,Home,DET00,Ford Field
2023,REG,2,2023-09-17,LA,SF,23,30,Home,LAX01,SoFi Stadium
2023,REG,2,2023-09-17,DEN,WAS,33,35,Home,DEN00,Empower Field at Mile High
2023,REG,2,2023-09-18,PIT,CLE,26,22,Home,PIT00,Acrisure Stadium
2023,REG,2,2023-09-18,CAR,NO,17,20,Home,CAR00,Bank of America Stadium
2023,REG,3,2023-09-21,SF,NYG,30,12,Home,SFO01,Levi's Stadium
2023,REG,3,2023-09-24,DET,ATL,20,6,Home,DET00,Ford Field
2023,REG,3,2023-09-24,WAS,BUF,3,37,Home,WAS00,FedExField
2023,REG,3,2023-09-24,SEA,CAR,37,27,Home,SEA00,Lumen Field
2023,REG,3,2023-09-24,KC,CHI,41,10,Home,KAN00,GEHA Field at Arrowhead Stadium
2023,REG,3,2023-09-24,ARI,DAL,28,16,Home,PHO00,State Farm Stadium
2023,REG,3,2023-09-24,MIA,DEN,70,20,Home,MIA00,Hard Rock Stadium
2023,REG,3,2023-09-24,JAX,HOU,17,37,Home,JAX00,TIAA Bank Stadium
2023,REG,3,2023-09-24,BAL,IND,19,22,Home,BAL00,M&T Bank Stadium
2023,REG,3,2023-09-24,MIN,LAC,24,28,Home,MIN01,U.S. Bank Stadium
2023,REG,3,2023-09-24,NYJ,NE,10,15,Home,NYC01,MetLife Stadium
2023,REG,3,2023-09-24,GB,NO,18,17,Home,GNB00,Lambeau Field
2023,REG,3,2023-09-24,LV,PIT,18,23,Home,VEG00,Allegiant Stadium
2023,REG,3,2023-09-24,CLE,TEN,27,3,Home,CLE00,FirstEnergy Stadium
2023,REG,3,2023-09-25,CIN,LA,19,16,Home,CIN00,Paycor Stadium
2023,REG,3,2023-09-25,TB,PHI,11,25,Home,TAM00,Raymond James Stadium
2023,REG,4,2023-09-28,GB,DET,20,34,Home,GNB00,Lambeau Field
2023,REG,4,2023-10-01,SF,ARI,35,16,Home,SFO01,Levi's Stadium
2023,REG,4,2023-10-01,JAX,ATL,23,7,Neutral,LON00,Wembley Stadium
2023,REG,4,2023-10-01,CLE,BAL,3,28,Home,CLE00,FirstEnergy Stadium
2023,REG,4,2023-10-01,TEN,CIN,27,3,Home,NAS00,Nissan Stadium
2023,REG,4,2023-10-01,CHI,DEN,28,31,Home,CHI98,Soldier Field
2023,REG,4,2023-10-01,NYJ,KC,20,23,Home,NYC01,MetLife Stadium
2023,REG,4,2023-10-01,IND,LA,23,29,Home,IND00,Lucas Oil Stadium
2023,REG,4,2023-10-01,LAC,LV,24,17,Home,LAX01,SoFi Stadium
2023,REG,4,2023-10-01,BUF,MIA,48,20,Home,BUF00,New Era Field
2023,REG,4,2023-10-01,CAR,MIN,13,21,Home,CAR00,Bank of America Stadium
2023,REG,4,2023-10-01,DAL,NE,38,3,Home,DAL00,AT&T Stadium
2023,REG,4,2023-10-01,HOU,PIT,30,6,Home,HOU00,NRG Stadium
2023,REG,4,2023-10-01,NO,TB,9,26,Home,NOR00,Mercedes-Benz Superdome
2023,REG,4,2023-10-01,PHI,WAS,34,31,Home,PHI00,Lincoln Financial Field
2023,REG,4,2023-10-02,NYG,SEA,3,24,Home,NYC01,MetLife Stadium
2023,REG,5,2023-10-05,WAS,CHI,20,40,Home,WAS00,FedExField
2023,REG,5,2023-10-08,PIT,BAL,17,10,Home,PIT00,Acrisure Stadium
2023,REG,5,2023-10-08,DET,CAR,42,24,Home,DET00,Ford Field
2023,REG,5,2023-10-08,ARI,CIN,20,34,Home,PHO00,State Farm Stadium
2023,REG,5,2023-10-08,SF,DAL,42,10,Home,SFO01,Levi's Stadium
2023,REG,5,2023-10-08,ATL,HOU,21,19,Home,ATL97,Mercedes-Benz Stadium
2023,REG,5,2023-10-08,BUF,JAX,20,25,Neutral,LON02,Tottenham Stadium
2023,REG,5,2023-10-08,MIN,KC,20,27,Home,MIN01,U.S. Bank Stadium
2023,REG,5,2023-10-08,NE,NO,0,34,Home,BOS00,Gillette Stadium
2023,REG,5,2023-10-08,MIA,NYG,31,16,Home,MIA00,Hard Rock Stadium
2023,REG,5,2023-10-08,DEN,NYJ,21,31,Home,DEN00,Empower Field at Mile High
2023,REG,5,2023-10-08,LA,PHI,14,23,Home,LAX01,SoFi Stadium
2023,REG,5,2023-10-08,IND,TEN,23,16,Home,IND00,Lucas Oil Stadium
2023,REG,5,2023-10-09,LV,GB,17,13,Home,VEG00,Allegiant Stadium
2023,REG,6,2023-10-12,KC,DEN,19,8,Home,KAN00,GEHA Field at Arrowhead Stadium
2023,REG,6,2023-10-15,LA,ARI,26,9,Home,LAX01,SoFi Stadium
2023,REG,6,2023-10-15,TEN,BAL,16,24,Neutral,LON02,Tottenham Stadium
2023,REG,6,2023-10-15,MIA,CAR,42,21,Home,MIA00,Hard Rock Stadium
2023,REG,6,2023-10-15,TB,DET,6,20,Home,TAM00,Raymond James Stadium
2023,REG,6,2023-10-15,JAX,IND,37,20,Home,JAX00,TIAA Bank Stadium
2023,REG,6,2023-10-15,CHI,MIN,13,19,Home,CHI98,Soldier Field
2023,REG,6,2023-10-15,LV,NE,21,17,Home,VEG00,Allegiant Stadium
2023,REG,6,2023-10-15,HOU,NO,20,13,Home,HOU00,NRG Stadium
2023,REG,6,2023-10-15,BUF,NYG,14,9,Home,BUF00,New Era Field
2023,REG,6,2023-10-15,NYJ,PHI,20,14,Home,NYC01,MetLife Stadium
2023,REG,6,2023-10-15,CIN,SEA,17,13,Home,CIN00,Paycor Stadium
2023,REG,6,2023-10-15,CLE,SF,19,17,Home,CLE00,FirstEnergy Stadium
2023,REG,6,2023-10-15,ATL,WAS,16,24,Home,ATL97,Mercedes-Benz Stadium
2023,REG,6,2023-10-16,LAC,DAL,17,20,Home,LAX01,SoFi Stadium
2023,REG,7,2023-10-19,NO,JAX,24,31,Home,NOR00,Mercedes-Benz Superdome
2023,REG,7,2023-10-22,SEA,ARI,20,10,Home,SEA00,Lumen Field
2023,REG,7,2023-10-22,TB,ATL,13,16,Home,TAM00,Raymond James Stadium
2023,REG,7,2023-10-22,NE,BUF,29,25,Home,BOS00,Gillette Stadium
2023,REG,7,2023-10-22,IND,CLE,38,39,Home,IND00,Lucas Oil Stadium
2023,REG,7,2023-10-22,BAL,DET,38,6,Home,BAL00,M&T Bank Stadium
2023,REG,7,2023-10-22,DEN,GB,19,17,Home,DEN00,Empower Field at Mile High
2023,REG,7,2023-10-22,KC,LAC,31,17,Home,KAN00,GEHA Field at Arrowhead Stadium
2023,REG,7,2023-10-22,CHI,LV,30,12,Home,CHI98,Soldier Field
2023,REG,7,2023-10-22,PHI,MIA,31,17,Home,PHI00,Lincoln Financial Field
2023,REG,7,2023-10-22,LA,PIT,17,24,Home,LAX01,SoFi Stadium
2023,REG,7,2023-10-22,NYG,WAS,14,7,Home,NYC01,MetLife Stadium
2023,REG,7,2023-10-23,MIN,SF,22,17,Home,MIN01,U.S. Bank Stadium
2023,REG,8,2023-10-26,BUF,TB,24,18,Home,BUF00,New Era Field
2023,REG,8,2023-10-29,TEN,ATL,28,23,Home,NAS00,Nissan Stadium
2023,REG,8,2023-10-29,ARI,BAL,24,31,Home,PHO00,State Farm Stadium
2023,REG,8,2023-10-29,LAC,CHI,30,13,Home,LAX01,SoFi Stadium
2023,REG,8,2023-10-29,SF,CIN,17,31,Home,SFO01,Levi's Stadium
2023,REG,8,2023-10-29,SEA,CLE,24,20,Home,SEA00,Lumen Field
2023,REG,8,2023-10-29,CAR,HOU,15,13,Home,CAR00,Bank of America Stadium
2023,REG,8,2023-10-29,PIT,JAX,10,20,Home,PIT00,Acrisure Stadium
2023,REG,8,2023-10-29,DEN,KC,24,9,Home,DEN00,Empower Field at Mile High
2023,REG,8,2023-10-29,DAL,LA,43,20,Home,DAL00,AT&T Stadium
2023,REG,8,2023-10-29,GB,MIN,10,24,Home,GNB00,Lambeau Field
2023,REG,8,2023-10-29,MIA,NE,31,17,Home,MIA00,Hard Rock Stadium
2023,REG,8,2023-10-29,IND,NO,27,38,Home,IND00,Lucas Oil Stadium
2023,REG,8,2023-10-29,NYG,NYJ,10,13,Home,NYC01,MetLife Stadium
2023,REG,8,2023-10-29,WAS,PHI,31,38,Home,WAS00,FedExField
2023,REG,8,2023-10-30,DET,LV,26,14,Home,DET00,Ford Field
2023,REG,9,2023-11-02,PIT,TEN,20,16,Home,PIT00,Acrisure Stadium
2023,REG,9,2023-11-05,CLE,ARI,27,0,Home,CLE00,FirstEnergy Stadium
2023,REG,9,2023-11-05,CIN,BUF,24,18,Home,CIN00,Paycor Stadium
2023,REG,9,2023-11-05,NO,CHI,24,17,Home,NOR00,Mercedes-Benz Superdome
2023,REG,9,2023-11-05,PHI,DAL,28,23,Home,PHI00,Lincoln Financial Field
2023,REG,9,2023-11-05,CAR,IND,13,27,Home,CAR00,Bank of America Stadium
2023,REG,9,2023-11-05,GB,LA,20,3,Home,GNB00,Lambeau Field
2023,REG,9,2023-11-05,KC,MIA,21,14,Neutral,FRA00,Deutsche Bank Park
2023,REG,9,2023-11-05,ATL,MIN,28,31,Home,ATL97,Mercedes-Benz Stadium
2023,REG,9,2023-11-05,LV,NYG,30,6,Home,VEG00,Allegiant Stadium
2023,REG,9,2023-11-05,BAL,SEA,37,3,Home,BAL00,M&T Bank Stadium
2023,REG,9,2023-11-05,HOU,TB,39,37,Home,HOU00,NRG Stadium
2023,REG,9,2023-11-05,NE,WAS,17,20,Home,BOS00,Gillette Stadium
2023,REG,9,2023-11-06,NYJ,LAC,6,27,Home,NYC01,MetLife Stadium
2023,REG,10,2023-11-09,CHI,CAR,16,13,Home,CHI98,Soldier Field
2023,REG,10,2023-11-12,ARI,ATL,25,23,Home,PHO00,State Farm Stadium
2023,REG,10,2023-11-12,BAL,CLE,31,33,Home,BAL00,M&T Bank Stadium
2023,REG,10,2023-11-12,LAC,DET,38,41,Home,LAX01,SoFi Stadium
2023,REG,10,2023-11-12,PIT,GB,23,19,Home,PIT00,Acrisure Stadium
2023,REG,10,2023-11-12,CIN,HOU,27,30,Home,CIN00,Paycor Stadium
2023,REG,10,2023-11-12,NE,IND,6,10,Neutral,FRA00,Deutsche Bank Park
2023,REG,10,2023-11-12,MIN,NO,27,19,Home,MIN01,U.S. Bank Stadium
2023,REG,10,2023-11-12,DAL,NYG,49,17,Home,DAL00,AT&T Stadium
2023,REG,10,2023-11-12,LV,NYJ,16,12,Home,VEG00,Allegiant Stadium
2023,REG,10,2023-11-12,JAX,SF,3,34,Home,JAX00,TIAA Bank Stadium
2023,REG,10,2023-11-12,TB,TEN,20,6,Home,TAM00,Raymond James Stadium
2023,REG,10,2023-11-12,SEA,WAS,29,26,Home,SEA00,Lumen Field
2023,REG,10,2023-11-13,BUF,DEN,22,24,Home,BUF00,New Era Field
2023,REG,11,2023-11-16,BAL,CIN,34,20,Home,BAL00,M&T Bank Stadium
2023,REG,11,2023-11-19,HOU,ARI,21,16,Home,HOU00,NRG Stadium
2023,REG,11,2023-11-19,DET,CHI,31,26,Home,DET00,Ford Field
2023,REG,11,2023-11-19,CAR,DAL,10,33,Home,CAR00,Bank of America Stadium
2023,REG,11,2023-11-19,GB,LAC,23,20,Home,GNB00,Lambeau Field
2023,REG,11,2023-11-19,MIA,LV,20,13,Home,MIA00,Hard Rock Stadium
2023,REG,11,2023-11-19,DEN,MIN,21,20,Home,DEN00,Empower Field at Mile High
2023,REG,11,2023-11-19,WAS,NYG,19,31,Home,WAS00,FedExField
2023,REG,11,2023-11-19,BUF,NYJ,32,6,Home,BUF00,New Era Field
2023,REG,11,2023-11-19,CLE,PIT,13,10,Home,CLE00,FirstEnergy Stadium
2023,REG,11,2023-11-19,LA,SEA,17,16,Home,LAX01,SoFi Stadium
2023,REG,11,2023-11-19,SF,TB,27,14,Home,SFO01,Levi's Stadium
2023,REG,11,2023-11-19,JAX,TEN,34,14,Home,JAX00,TIAA Bank Stadium
2023,REG,11,2023-11-20,KC,PHI,17,21,Home,KAN00,GEHA Field at Arrowhead Stadium
2023,REG,12,2023-11-23,DET,GB,22,29,Home,DET00,Ford Field
2023,REG,12,2023-11-23,SEA,SF,13,31,Home,SEA00,Lumen Field
2023,REG,12,2023-11-23,DAL,WAS,45,10,Home,DAL00,AT&T Stadium
2023,REG,12,2023-11-24,NYJ,MIA,13,34,Home,NYC01,MetLife Stadium
2023,REG,12,2023-11-26,LAC,BAL,10,20,Home,LAX01,SoFi Stadium
2023,REG,12,2023-11-26,PHI,BUF,37,34,Home,PHI00,Lincoln Financial Field
2023,REG,12,2023-11-26,TEN,CAR,17,10,Home,NAS00,Nissan Stadium
2023,REG,12,2023-11-26,DEN,CLE,29,12,Home,DEN00,Empower Field at Mile High
2023,REG,12,2023-11-26,HOU,JAX,21,24,Home,HOU00,NRG Stadium
2023,REG,12,2023-11-26,LV,KC,17,31,Home,VEG00,Allegiant Stadium
2023,REG,12,2023-11-26,ARI,LA,14,37,Home,PHO00,State Farm Stadium
2023,REG,12,2023-11-26,NYG,NE,10,7,Home,NYC01,MetLife Stadium
2023,REG,12,2023-11-26,ATL,NO,24,15,Home,ATL97,Mercedes-Benz Stadium
2023,REG,12,2023-11-26,CIN,PIT,10,16,Home,CIN00,Paycor Stadium
2023,REG,12,2023-11-26,IND,TB,27,20,Home,IND00,Lucas Oil Stadium
2023,REG,12,2023-11-27,MIN,CHI,10,12,Home,MIN01,U.S. Bank Stadium
2023,REG,13,2023-11-30,DAL,SEA,41,35,Home,DAL00,AT&T Stadium
2023,REG,13,2023-12-03,PIT,ARI,10,24,Home,PIT00,Acrisure Stadium
2023,REG,13,2023-12-03,NYJ,ATL,8,13,Home,NYC01,MetLife Stadium
2023,REG,13,2023-12-03,TB,CAR,21,18,Home,TAM00,Raymond James Stadium
2023,REG,13,2023-12-03,LA,CLE,36,19,Home,LAX01,SoFi Stadium
2023,REG,13,2023-12-03,HOU,DEN,22,17,Home,HOU00,NRG Stadium
2023,REG,13,2023-12-03,NO,DET,28,33,Home,NOR00,Mercedes-Benz Superdome
2023,REG,13,2023-12-03,TEN,IND,28,31,Home,NAS00,Nissan Stadium
2023,REG,13,2023-12-03,GB,KC,27,19,Home,GNB00,Lambeau Field
2023,REG,13,2023-12-03,NE,LAC,0,6,Home,BOS00,Gillette Stadium
2023,REG,13,2023-12-03,WAS,MIA,15,45,Home,WAS00,FedExField
2023,REG,13,2023-12-03,PHI,SF,19,42,Home,PHI00,Lincoln Financial Field
2023,REG,13,2023-12-04,JAX,CIN,31,34,Home,JAX00,TIAA Bank Stadium
2023,REG,14,2023-12-07,PIT,NE,18,21,Home,PIT00,Acrisure Stadium
2023,REG,14,2023-12-10,KC,BUF,17,20,Home,KAN00,GEHA Field at Arrowhead Stadium
2023,REG,14,2023-12-10,NO,CAR,28,6,Home,NOR00,Mercedes-Benz Superdome
2023,REG,14,2023-12-10,LAC,DEN,7,24,Home,LAX01,SoFi Stadium
