season,game_type,week,gameday,home_team,away_team,home_score,away_score,location,stadium_id,stadium
2023,REG,14,2023-12-10,CHI,DET,28,13,Home,CHI98,Soldier Field
2023,REG,14,2023-12-10,NYJ,HOU,30,6,Home,NYC01,MetLife Stadium
2023,REG,14,2023-12-10,CIN,IND,34,14,Home,CIN00,Paycor Stadium
2023,REG,14,2023-12-10,CLE,JAX,31,27,Home,CLE00,FirstEnergy Stadium
2023,REG,14,2023-12-10,BAL,LA,37,31,Home,BAL00,M&T Bank Stadium
2023,REG,14,2023-12-10,LV,MIN,0,3,Home,VEG00,Allegiant Stadium
2023,REG,14,2023-12-10,DAL,PHI,33,13,Home,DAL00,AT&T Stadium
2023,REG,14,2023-12-10,SF,SEA,28,16,Home,SFO01,Levi's Stadium
2023,REG,14,2023-12-10,ATL,TB,25,29,Home,ATL97,Mercedes-Benz Stadium
2023,REG,14,2023-12-11,NYG,GB,24,22,Home,NYC01,MetLife Stadium
2023,REG,14,2023-12-11,MIA,TEN,27,28,Home,MIA00,Hard Rock Stadium
2023,REG,15,2023-12-14,LV,LAC,63,21,Home,VEG00,Allegiant Stadium
2023,REG,15,2023-12-16,DET,DEN,42,17,Home,DET00,Ford Field
2023,REG,15,2023-12-16,CIN,MIN,27,24,Home,CIN00,Paycor Stadium
2023,REG,15,2023-12-16,IND,PIT,30,13,Home,IND00,Lucas Oil Stadium
2023,REG,15,2023-12-17,CAR,ATL,9,7,Home,CAR00,Bank of America Stadium
2023,REG,15,2023-12-17,JAX,BAL,7,23,Home,JAX00,TIAA Bank Stadium
2023,REG,15,2023-12-17,CLE,CHI,20,17,Home,CLE00,FirstEnergy Stadium
2023,REG,15,2023-12-17,BUF,DAL,31,10,Home,BUF00,New Era Field
2023,REG,15,2023-12-17,TEN,HOU,16,19,Home,NAS00,Nissan Stadium
2023,REG,15,2023-12-17,NE,KC,17,27,Home,BOS00,Gillette Stadium
2023,REG,15,2023-12-17,NO,NYG,24,6,Home,NOR00,Mercedes-Benz Superdome
2023,REG,15,2023-12-17,MIA,NYJ,30,0,Home,MIA00,Hard Rock Stadium
2023,REG,15,2023-12-17,ARI,SF,29,45,Home,PHO00,State Farm Stadium
2023,REG,15,2023-12-17,GB,TB,20,34,Home,GNB00,Lambeau Field
2023,REG,15,2023-12-17,LA,WAS,28,20,Home,LAX01,SoFi Stadium
2023,REG,15,2023-12-18,SEA,PHI,20,17,Home,SEA00,Lumen Field
2023,REG,16,2023-12-21,LA,NO,30,22,Home,LAX01,SoFi Stadium
2023,REG,16,2023-12-23,LAC,BUF,22,24,Home,LAX01,SoFi Stadium
2023,REG,16,2023-12-23,PIT,CIN,34,11,Home,PIT00,Acrisure Stadium
2023,REG,16,2023-12-24,CHI,ARI,27,16,Home,CHI98,Soldier Field
2023,REG,16,2023-12-24,HOU,CLE,22,36,Home,HOU00,NRG Stadium
2023,REG,16,2023-12-24,MIA,DAL,22,20,Home,MIA00,Hard Rock Stadium
2023,REG,16,2023-12-24,MIN,DET,24,30,Home,MIN01,U.S. Bank Stadium
2023,REG,16,2023-12-24,CAR,GB,30,33,Home,CAR00,Bank of America Stadium
2023,REG,16,2023-12-24,ATL,IND,29,10,Home,ATL97,Mercedes-Benz Stadium
2023,REG,16,2023-12-24,TB,JAX,30,12,Home,TAM00,Raymond James Stadium
2023,REG,16,2023-12-24,DEN,NE,23,26,Home,DEN00,Empower Field at Mile High
2023,REG,16,2023-12-24,TEN,SEA,17,20,Home,NAS00,Nissan Stadium
2023,REG,16,2023-12-24,NYJ,WAS,30,28,Home,NYC01,MetLife Stadium
2023,REG,16,2023-12-25,SF,BAL,19,33,Home,SFO01,Levi's Stadium
2023,REG,16,2023-12-25,KC,LV,14,20,Home,KAN00,GEHA Field at Arrowhead Stadium
2023,REG,16,2023-12-25,PHI,NYG,33,25,Home,PHI00,Lincoln Financial Field
2023,REG,17,2023-12-28,CLE,NYJ,37,20,Home,CLE00,FirstEnergy Stadium
2023,REG,17,2023-12-30,DAL,DET,20,19,Home,DAL00,AT&T Stadium
2023,REG,17,2023-12-31,PHI,ARI,31,35,Home,PHI00,Lincoln Financial Field
2023,REG,17,2023-12-31,CHI,ATL,37,17,Home,CHI98,Soldier Field
2023,REG,17,2023-12-31,JAX,CAR,26,0,Home,JAX00,TIAA Bank Stadium
2023,REG,17,2023-12-31,KC,CIN,25,17,Home,KAN00,GEHA Field at Arrowhead Stadium
2023,REG,17,2023-12-31,MIN,GB,10,33,Home,MIN01,U.S. Bank Stadium
2023,REG,17,2023-12-31,NYG,LA,25,26,Home,NYC01,MetLife Stadium
2023,REG,17,2023-12-31,DEN,LAC,16,9,Home,DEN00,Empower Field at Mile High
2023,REG,17,2023-12-31,IND,LV,23,20,Home,IND00,Lucas Oil Stadium
2023,REG,17,2023-12-31,BAL,MIA,56,19,Home,BAL00,M&T Bank Stadium
2023,REG,17,2023-12-31,BUF,NE,27,21,Home,BUF00,New Era Field
2023,REG,17,2023-12-31,TB,NO,13,23,Home,TAM00,Raymond James Stadium
2023,REG,17,2023-12-31,SEA,PIT,23,30,Home,SEA00,Lumen Field
2023,REG,17,2023-12-31,WAS,SF,10,27,Home,WAS00,FedExField
2023,REG,17,2023-12-31,HOU,TEN,26,3,Home,HOU00,NRG Stadium
2023,REG,18,2024-01-06,IND,HOU,19,23,Home,IND00,Lucas Oil Stadium
2023,REG,18,2024-01-06,BAL,PIT,10,17,Home,BAL00,M&T Bank Stadium
2023,REG,18,2024-01-07,NO,ATL,48,17,Home,NOR00,Mercedes-Benz Superdome
2023,REG,18,2024-01-07,MIA,BUF,14,21,Home,MIA00,Hard Rock Stadium
2023,REG,18,2024-01-07,GB,CHI,17,9,Home,GNB00,Lambeau Field
2023,REG,18,2024-01-07,CIN,CLE,31,14,Home,CIN00,Paycor Stadium
2023,REG,18,2024-01-07,WAS,DAL,10,38,Home,WAS00,FedExField
2023,REG,18,2024-01-07,LV,DEN,27,14,Home,VEG00,Allegiant Stadium
2023,REG,18,2024-01-07,TEN,JAX,28,20,Home,NAS00,Nissan Stadium
2023,REG,18,2024-01-07,LAC,KC,12,13,Home,LAX01,SoFi Stadium
2023,REG,18,2024-01-07,SF,LA,20,21,Home,SFO01,Levi's Stadium
2023,REG,18,2024-01-07,DET,MIN,30,20,Home,DET00,Ford Field
2023,REG,18,2024-01-07,NE,NYJ,3,17,Home,BOS00,Gillette Stadium
2023,REG,18,2024-01-07,NYG,PHI,27,10,Home,NYC01,MetLife Stadium
2023,REG,18,2024-01-07,ARI,SEA,20,21,Home,PHO00,State Farm Stadium
2023,REG,18,2024-01-07,CAR,TB,0,9,Home,CAR00,Bank of America Stadium
2024,REG,1,2024-09-05,KC,BAL,27,20,Home,KAN00,GEHA Field at Arrowhead Stadium
2024,REG,1,2024-09-06,PHI,GB,34,29,Neutral,SAO00,Arena Corinthians
2024,REG,1,2024-09-08,BUF,ARI,34,28,Home,BUF00,New Era Field
2024,REG,1,2024-09-08,NO,CAR,47,10,Home,NOR00,Mercedes-Benz Superdome
2024,REG,1,2024-09-08,CLE,DAL,17,33,Home,CLE00,FirstEnergy Stadium
2024,REG,1,2024-09-08,SEA,DEN,26,20,Home,SEA00,Lumen Field
2024,REG,1,2024-09-08,IND,HOU,27,29,Home,IND00,Lucas Oil Stadium
2024,REG,1,2024-09-08,MIA,JAX,20,17,Home,MIA00,Hard Rock Stadium
2024,REG,1,2024-09-08,DET,LA,26,20,Home,DET00,Ford Field
2024,REG,1,2024-09-08,LAC,LV,22,10,Home,LAX01,SoFi Stadium
2024,REG,1,2024-09-08,NYG,MIN,6,28,Home,NYC01,MetLife Stadium
2024,REG,1,2024-09-08,CIN,NE,10,16,Home,CIN00,Paycor Stadium
2024,REG,1,2024-09-08,ATL,PIT,10,18,Home,ATL97,Mercedes-Benz Stadium
2024,REG,1,2024-09-08,CHI,TEN,24,17,Home,CHI98,Soldier Field
2024,REG,1,2024-09-08,TB,WAS,37,20,Home,TAM00,Raymond James Stadium
2024,REG,1,2024-09-09,SF,NYJ,32,19,Home,SFO01,Levi's Stadium
2024,REG,2,2024-09-12,MIA,BUF,10,31,Home,MIA00,Hard Rock Stadium
2024,REG,2,2024-09-15,HOU,CHI,19,13,Home,HOU00,NRG Stadium
2024,REG,2,2024-09-15,KC,CIN,26,25,Home,KAN00,GEHA Field at Arrowhead Stadium
2024,REG,2,2024-09-15,JAX,CLE,13,18,Home,JAX00,TIAA Bank Stadium
2024,REG,2,2024-09-15,GB,IND,16,10,Home,GNB00,Lambeau Field
2024,REG,2,2024-09-15,ARI,LA,41,10,Home,PHO00,State Farm Stadium
2024,REG,2,2024-09-15,CAR,LAC,3,26,Home,CAR00,Bank of America Stadium
2024,REG,2,2024-09-15,BAL,LV,23,26,Home,BAL00,M&T Bank Stadium
2024,REG,2,2024-09-15,DAL,NO,19,44,Home,DAL00,AT&T Stadium
2024,REG,2,2024-09-15,WAS,NYG,21,18,Home,WAS00,FedExField
2024,REG,2,2024-09-15,TEN,NYJ,17,24,Home,NAS00,Nissan Stadium
2024,REG,2,2024-09-15,DEN,PIT,6,13,Home,DEN00,Empower Field at Mile High
2024,REG,2,2024-09-15,NE,SEA,20,23,Home,BOS00,Gillette Stadium
2024,REG,2,2024-09-15,MIN,SF,23,17,Home,MIN01,U.S. Bank Stadium
2024,REG,2,2024-09-15,DET,TB,16,20,Home,DET00,Ford Field
2024,REG,2,2024-09-16,PHI,ATL,21,22,Home,PHI00,Lincoln Financial Field
2024,REG,3,2024-09-19,NYJ,NE,24,3,Home,NYC01,MetLife Stadium
2024,REG,3,2024-09-22,DAL,BAL,25,28,Home,DAL00,AT&T Stadium
2024,REG,3,2024-09-22,LV,CAR,22,36,Home,VEG00,Allegiant Stadium
2024,REG,3,2024-09-22,IND,CHI,21,16,Home,IND00,Lucas Oil Stadium
2024,REG,3,2024-09-22,TB,DEN,7,26,Home,TAM00,Raymond James Stadium
2024,REG,3,2024-09-22,ARI,DET,13,20,Home,PHO00,State Farm Stadium
2024,REG,3,2024-09-22,TEN,GB,14,30,Home,NAS00,Nissan Stadium
2024,REG,3,2024-09-22,MIN,HOU,34,7,Home,MIN01,U.S. Bank Stadium
2024,REG,3,2024-09-22,ATL,KC,17,22,Home,ATL97,Mercedes-Benz Stadium
2024,REG,3,2024-09-22,PIT,LAC,20,10,Home,PIT00,Acrisure Stadium
2024,REG,3,2024-09-22,SEA,MIA,24,3,Home,SEA00,Lumen Field
2024,REG,3,2024-09-22,CLE,NYG,15,21,Home,CLE00,FirstEnergy Stadium
2024,REG,3,2024-09-22,NO,PHI,12,15,Home,NOR00,Mercedes-Benz Superdome
2024,REG,3,2024-09-22,LA,SF,27,24,Home,LAX01,SoFi Stadium
2024,REG,3,2024-09-23,BUF,JAX,47,10,Home,BUF00,New Era Field
2024,REG,3,2024-09-23,CIN,WAS,33,38,Home,CIN00,Paycor Stadium
2024,REG,4,2024-09-26,NYG,DAL,15,20,Home,NYC01,MetLife Stadium
2024,REG,4,2024-09-29,BAL,BUF,35,10,Home,BAL00,M&T Bank Stadium
2024,REG,4,2024-09-29,CAR,CIN,24,34,Home,CAR00,Bank of America Stadium
2024,REG,4,2024-09-29,LV,CLE,20,16,Home,VEG00,Allegiant Stadium
2024,REG,4,2024-09-29,NYJ,DEN,9,10,Home,NYC01,MetLife Stadium
2024,REG,4,2024-09-29,HOU,JAX,24,20,Home,HOU00,NRG Stadium
2024,REG,4,2024-09-29,LAC,KC,10,17,Home,LAX01,SoFi Stadium
2024,REG,4,2024-09-29,CHI,LA,24,18,Home,CHI98,Soldier Field
2024,REG,4,2024-09-29,GB,MIN,29,31,Home,GNB00,Lambeau Field
2024,REG,4,2024-09-29,SF,NE,30,13,Home,SFO01,Levi's Stadium
2024,REG,4,2024-09-29,ATL,NO,26,24,Home,ATL97,Mercedes-Benz Stadium
2024,REG,4,2024-09-29,TB,PHI,33,16,Home,TAM00,Raymond James Stadium
2024,REG,4,2024-09-29,IND,PIT,27,24,Home,IND00,Lucas Oil Stadium
2024,REG,4,2024-09-29,ARI,WAS,14,42,Home,PHO00,State Farm Stadium
2024,REG,4,2024-09-30,DET,SEA,42,29,Home,DET00,Ford Field
2024,REG,4,2024-09-30,MIA,TEN,12,31,Home,MIA00,Hard Rock Stadium
2024,REG,5,2024-10-03,ATL,TB,36,30,Home,ATL97,Mercedes-Benz Stadium
2024,REG,5,2024-10-06,SF,ARI,23,24,Home,SFO01,Levi's Stadium
2024,REG,5,2024-10-06,CIN,BAL,38,41,Home,CIN00,Paycor Stadium
2024,REG,5,2024-10-06,HOU,BUF,23,20,Home,HOU00,NRG Stadium
2024,REG,5,2024-10-06,CHI,CAR,36,10,Home,CHI98,Soldier Field
2024,REG,5,2024-10-06,WAS,CLE,34,13,Home,WAS00,FedExField
2024,REG,5,2024-10-06,PIT,DAL,17,20,Home,PIT00,Acrisure Stadium
2024,REG,5,2024-10-06,LA,GB,19,24,Home,LAX01,SoFi Stadium
2024,REG,5,2024-10-06,JAX,IND,37,34,Home,JAX00,TIAA Bank Stadium
2024,REG,5,2024-10-06,DEN,LV,34,18,Home,DEN00,Empower Field at Mile High
2024,REG,5,2024-10-06,NE,MIA,10,15,Home,BOS00,Gillette Stadium
2024,REG,5,2024-10-06,SEA,NYG,20,29,Home,SEA00,Lumen Field
2024,REG,5,2024-10-06,MIN,NYJ,23,17,Neutral,LON02,Tottenham Stadium
2024,REG,5,2024-10-07,KC,NO,26,13,Home,KAN00,GEHA Field at Arrowhead Stadium
2024,REG,6,2024-10-10,SEA,SF,24,36,Home,SEA00,Lumen Field
2024,REG,6,2024-10-13,GB,ARI,34,13,Home,GNB00,Lambeau Field
2024,REG,6,2024-10-13,CAR,ATL,20,38,Home,CAR00,Bank of America Stadium
2024,REG,6,2024-10-13,NYG,CIN,7,17,Home,NYC01,MetLife Stadium
2024,REG,6,2024-10-13,PHI,CLE,20,16,Home,PHI00,Lincoln Financial Field
2024,REG,6,2024-10-13,DAL,DET,9,47,Home,DAL00,AT&T Stadium
2024,REG,6,2024-10-13,NE,HOU,21,41,Home,BOS00,Gillette Stadium
2024,REG,6,2024-10-13,TEN,IND,17,20,Home,NAS00,Nissan Stadium
2024,REG,6,2024-10-13,CHI,JAX,35,16,Neutral,LON02,Tottenham Stadium
2024,REG,6,2024-10-13,DEN,LAC,16,23,Home,DEN00,Empower Field at Mile High
2024,REG,6,2024-10-13,LV,PIT,13,32,Home,VEG00,Allegiant Stadium
2024,REG,6,2024-10-13,NO,TB,27,51,Home,NOR00,Mercedes-Benz Superdome
2024,REG,6,2024-10-13,BAL,WAS,30,23,Home,BAL00,M&T Bank Stadium
2024,REG,6,2024-10-14,NYJ,BUF,20,23,Home,NYC01,MetLife Stadium
2024,REG,7,2024-10-17,NO,DEN,10,33,Home,NOR00,Mercedes-Benz Superdome
2024,REG,7,2024-10-20,WAS,CAR,40,7,Home,WAS00,FedExField
2024,REG,7,2024-10-20,CLE,CIN,14,21,Home,CLE00,FirstEnergy Stadium
2024,REG,7,2024-10-20,MIN,DET,29,31,Home,MIN01,U.S. Bank Stadium
2024,REG,7,2024-10-20,GB,HOU,24,22,Home,GNB00,Lambeau Field
2024,REG,7,2024-10-20,SF,KC,18,28,Home,SFO01,Levi's Stadium
2024,REG,7,2024-10-20,LA,LV,20,15,Home,LAX01,SoFi Stadium
2024,REG,7,2024-10-20,IND,MIA,16,10,Home,IND00,Lucas Oil Stadium
2024,REG,7,2024-10-20,JAX,NE,32,16,Neutral,LON00,Wembley Stadium
2024,REG,7,2024-10-20,PIT,NYJ,37,15,Home,PIT00,Acrisure Stadium
2024,REG,7,2024-10-20,NYG,PHI,3,28,Home,NYC01,MetLife Stadium
2024,REG,7,2024-10-20,ATL,SEA,14,34,Home,ATL97,Mercedes-Benz Stadium
2024,REG,7,2024-10-20,BUF,TEN,34,10,Home,BUF00,New Era Field
2024,REG,7,2024-10-21,TB,BAL,31,41,Home,TAM00,Raymond James Stadium
2024,REG,7,2024-10-21,ARI,LAC,17,15,Home,PHO00,State Farm Stadium
2024,REG,8,2024-10-24,LA,MIN,30,20,Home,LAX01,SoFi Stadium
2024,REG,8,2024-10-27,MIA,ARI,27,28,Home,MIA00,Hard Rock Stadium
2024,REG,8,2024-10-27,TB,ATL,26,31,Home,TAM00,Raymond James Stadium
2024,REG,8,2024-10-27,CLE,BAL,29,24,Home,CLE00,FirstEnergy Stadium
2024,REG,8,2024-10-27,SEA,BUF,10,31,Home,SEA00,Lumen Field
2024,REG,8,2024-10-27,DEN,CAR,28,14,Home,DEN00,Empower Field at Mile High
2024,REG,8,2024-10-27,WAS,CHI,18,15,Home,WAS00,FedExField
2024,REG,8,2024-10-27,SF,DAL,30,24,Home,SFO01,Levi's Stadium
2024,REG,8,2024-10-27,JAX,GB,27,30,Home,JAX00,TIAA Bank Stadium
2024,REG,8,2024-10-27,HOU,IND,23,20,Home,HOU00,NRG Stadium
2024,REG,8,2024-10-27,LV,KC,20,27,Home,VEG00,Allegiant Stadium
2024,REG,8,2024-10-27,LAC,NO,26,8,Home,LAX01,SoFi Stadium
2024,REG,8,2024-10-27,NE,NYJ,25,22,Home,BOS00,Gillette Stadium
2024,REG,8,2024-10-27,CIN,PHI,17,37,Home,CIN00,Paycor Stadium
2024,REG,8,2024-10-27,DET,TEN,52,14,Home,DET00,Ford Field
2024,REG,8,2024-10-28,PIT,NYG,26,18,Home,PIT00,Acrisure Stadium
2024,REG,9,2024-10-31,NYJ,HOU,21,13,Home,NYC01,MetLife Stadium
2024,REG,9,2024-11-03,ARI,CHI,29,9,Home,PHO00,State Farm Stadium
2024,REG,9,2024-11-03,ATL,DAL,27,21,Home,ATL97,Mercedes-Benz Stadium
2024,REG,9,2024-11-03,BAL,DEN,41,10,Home,BAL00,M&T Bank Stadium
2024,REG,9,2024-11-03,GB,DET,14,24,Home,GNB00,Lambeau Field
2024,REG,9,2024-11-03,MIN,IND,21,13,Home,MIN01,U.S. Bank Stadium
2024,REG,9,2024-11-03,PHI,JAX,28,23,Home,PHI00,Lincoln Financial Field
2024,REG,9,2024-11-03,SEA,LA,20,26,Home,SEA00,Lumen Field
2024,REG,9,2024-11-03,CLE,LAC,10,27,Home,CLE00,FirstEnergy Stadium
2024,REG,9,2024-11-03,CIN,LV,41,24,Home,CIN00,Paycor Stadium
2024,REG,9,2024-11-03,BUF,MIA,30,27,Home,BUF00,New Era Field
2024,REG,9,2024-11-03,TEN,NE,20,17,Home,NAS00,Nissan Stadium
2024,REG,9,2024-11-03,CAR,NO,23,22,Home,CAR00,Bank of America Stadium
2024,REG,9,2024-11-03,NYG,WAS,22,27,Home,NYC01,MetLife Stadium
2024,REG,9,2024-11-04,KC,TB,30,24,Home,KAN00,GEHA Field at Arrowhead Stadium
2024,REG,10,2024-11-07,BAL,CIN,35,34,Home,BAL00,M&T Bank Stadium
2024,REG,10,2024-11-10,NO,ATL,20,17,Home,NOR00,Mercedes-Benz Superdome
2024,REG,10,2024-11-10,IND,BUF,20,30,Home,IND00,Lucas Oil Stadium
2024,REG,10,2024-11-10,KC,DEN,16,14,Home,KAN00,GEHA Field at Arrowhead Stadium
2024,REG,10,2024-11-10,HOU,DET,23,26,Home,HOU00,NRG Stadium
2024,REG,10,2024-11-10,JAX,MIN,7,12,Home,JAX00,TIAA Bank Stadium
2024,REG,10,2024-11-10,CHI,NE,3,19,Home,CHI98,Soldier Field
2024,REG,10,2024-11-10,CAR,NYG,20,17,Neutral,GER00,Allianz Arena
2024,REG,10,2024-11-10,ARI,NYJ,31,6,Home,PHO00,State Farm Stadium
2024,REG,10,2024-11-10,DAL,PHI,6,34,Home,DAL00,AT&T Stadium
2024,REG,10,2024-11-10,WAS,PIT,27,28,Home,WAS00,FedExField
2024,REG,10,2024-11-10,TB,SF,20,23,Home,TAM00,Raymond James Stadium
2024,REG,10,2024-11-10,LAC,TEN,27,17,Home,LAX01,SoFi Stadium
2024,REG,10,2024-11-11,LA,MIA,15,23,Home,LAX01,SoFi Stadium
2024,REG,11,2024-11-14,PHI,WAS,26,18,Home,PHI00,Lincoln Financial Field
2024,REG,11,2024-11-17,DEN,ATL,38,6,Home,DEN00,Empower Field at Mile High
2024,REG,11,2024-11-17,PIT,BAL,18,16,Home,PIT00,Acrisure Stadium
2024,REG,11,2024-11-17,LAC,CIN,34,27,Home,LAX01,SoFi Stadium
2024,REG,11,2024-11-17,NO,CLE,35,14,Home,NOR00,Mercedes-Benz Superdome
2024,REG,11,2024-11-17,CHI,GB,19,20,Home,CHI98,Soldier Field
2024,REG,11,2024-11-17,NYJ,IND,27,28,Home,NYC01,MetLife Stadium
2024,REG,11,2024-11-17,DET,JAX,52,6,Home,DET00,Ford Field
2024,REG,11,2024-11-17,BUF,KC,30,21,Home,BUF00,New Era Field
2024,REG,11,2024-11-17,NE,LA,22,28,Home,BOS00,Gillette Stadium
2024,REG,11,2024-11-17,MIA,LV,34,19,Home,MIA00,Hard Rock Stadium
2024,REG,11,2024-11-17,TEN,MIN,13,23,Home,NAS00,Nissan Stadium
2024,REG,11,2024-11-17,SF,SEA,17,20,Home,SFO01,Levi's Stadium
2024,REG,11,2024-11-18,DAL,HOU,10,34,Home,DAL00,AT&T Stadium
2024,REG,12,2024-11-21,CLE,PIT,24,19,Home,CLE00,FirstEnergy Stadium
2024,REG,12,2024-11-24,SEA,ARI,16,6,Home,SEA00,Lumen Field
2024,REG,12,2024-11-24,WAS,DAL,26,34,Home,WAS00,FedExField
2024,REG,12,2024-11-24,LV,DEN,19,29,Home,VEG00,Allegiant Stadium
2024,REG,12,2024-11-24,IND,DET,6,24,Home,IND00,Lucas Oil Stadium
2024,REG,12,2024-11-24,CAR,KC,27,30,Home,CAR00,Bank of America Stadium
2024,REG,12,2024-11-24,CHI,MIN,27,30,Home,CHI98,Soldier Field
2024,REG,12,2024-11-24,MIA,NE,34,15,Home,MIA00,Hard Rock Stadium
2024,REG,12,2024-11-24,LA,PHI,20,37,Home,LAX01,SoFi Stadium
2024,REG,12,2024-11-24,GB,SF,38,10,Home,GNB00,Lambeau Field
2024,REG,12,2024-11-24,NYG,TB,7,30,Home,NYC01,MetLife Stadium
2024,REG,12,2024-11-24,HOU,TEN,27,32,Home,HOU00,NRG Stadium
2024,REG,12,2024-11-25,LAC,BAL,23,30,Home,LAX01,SoFi Stadium
2024,REG,13,2024-11-28,DET,CHI,23,20,Home,DET00,Ford Field
2024,REG,13,2024-11-28,GB,MIA,30,17,Home,GNB00,Lambeau Field
2024,REG,13,2024-11-28,DAL,NYG,27,20,Home,DAL00,AT&T Stadium
2024,REG,13,2024-11-29,KC,LV,19,17,Home,KAN00,GEHA Field at Arrowhead Stadium
2024,REG,13,2024-12-01,MIN,ARI,23,22,Home,MIN01,U.S. Bank Stadium
2024,REG,13,2024-12-01,JAX,HOU,20,23,Home,JAX00,TIAA Bank Stadium
2024,REG,13,2024-12-01,NE,IND,24,25,Home,BOS00,Gillette Stadium
2024,REG,13,2024-12-01,NO,LA,14,21,Home,NOR00,Mercedes-Benz Superdome
2024,REG,13,2024-12-01,ATL,LAC,13,17,Home,ATL97,Mercedes-Benz Stadium
2024,REG,13,2024-12-01,BAL,PHI,19,24,Home,BAL00,M&T Bank Stadium
2024,REG,13,2024-12-01,CIN,PIT,38,44,Home,CIN00,Paycor Stadium
2024,REG,13,2024-12-01,NYJ,SEA,21,26,Home,NYC01,MetLife Stadium
2024,REG,13,2024-12-01,BUF,SF,35,10,Home,BUF00,New Era Field
2024,REG,13,2024-12-01,CAR,TB,23,26,Home,CAR00,Bank of America Stadium
2024,REG,13,2024-12-01,WAS,TEN,42,19,Home,WAS00,FedExField
2024,REG,13,2024-12-02,DEN,CLE,41,32,Home,DEN00,Empower Field at Mile High
2024,REG,14,2024-12-05,DET,GB,34,31,Home,DET00,Ford Field
2024,REG,14,2024-12-08,MIN,ATL,42,21,Home,MIN01,U.S. Bank Stadium
2024,REG,14,2024-12-08,LA,BUF,44,42,Home,LAX01,SoFi Stadium
2024,REG,14,2024-12-08,PHI,CAR,22,16,Home,PHI00,Lincoln Financial Field
2024,REG,14,2024-12-08,SF,CHI,38,13,Home,SFO01,Levi's Stadium
2024,REG,14,2024-12-08,PIT,CLE,27,14,Home,PIT00,Acrisure Stadium
2024,REG,14,2024-12-08,TEN,JAX,6,10,Home,NAS00,Nissan Stadium
2024,REG,14,2024-12-08,KC,LAC,19,17,Home,KAN00,GEHA Field at Arrowhead Stadium
2024,REG,14,2024-12-08,TB,LV,28,13,Home,TAM00,Raymond James Stadium
2024,REG,14,2024-12-08,NYG,NO,11,14,Home,NYC01,MetLife Stadium
2024,REG,14,2024-12-08,MIA,NYJ,32,26,Home,MIA00,Hard Rock Stadium
2024,REG,14,2024-12-08,ARI,SEA,18,30,Home,PHO00,State Farm Stadium
2024,REG,14,2024-12-09,DAL,CIN,20,27,Home,DAL00,AT&T Stadium
2024,REG,15,2024-12-12,SF,LA,6,12,Home,SFO01,Levi's Stadium
2024,REG,15,2024-12-15,NYG,BAL,14,35,Home,NYC01,MetLife Stadium
2024,REG,15,2024-12-15,DET,BUF,42,48,Home,DET00,Ford Field
2024,REG,15,2024-12-15,TEN,CIN,27,37,Home,NAS00,Nissan Stadium
2024,REG,15,2024-12-15,CAR,DAL,14,30,Home,CAR00,Bank of America Stadium
2024,REG,15,2024-12-15,SEA,GB,13,30,Home,SEA00,Lumen Field
2024,REG,15,2024-12-15,DEN,IND,31,13,Home,DEN00,Empower Field at Mile High
2024,REG,15,2024-12-15,CLE,KC,7,21,Home,CLE00,FirstEnergy Stadium
2024,REG,15,2024-12-15,HOU,MIA,20,12,Home,HOU00,NRG Stadium
2024,REG,15,2024-12-15,ARI,NE,30,17,Home,PHO00,State Farm Stadium
2024,REG,15,2024-12-15,JAX,NYJ,25,32,Home,JAX00,TIAA Bank Stadium
2024,REG,15,2024-12-15,PHI,PIT,27,13,Home,PHI00,Lincoln Financial Field
2024,REG,15,2024-12-15,LAC,TB,17,40,Home,LAX01,SoFi Stadium
2024,REG,15,2024-12-15,NO,WAS,19,20,Home,NOR00,Mercedes-Benz Superdome
2024,REG,15,2024-12-16,LV,ATL,9,15,Home,VEG00,Allegiant Stadium
2024,REG,15,2024-12-16,MIN,CHI,30,12,Home,MIN01,U.S. Bank Stadium
2024,REG,16,2024-12-19,LAC,DEN,34,27,Home,LAX01,SoFi Stadium
2024,REG,16,2024-12-21,KC,HOU,27,19,Home,KAN00,GEHA Field at Arrowhead Stadium
2024,REG,16,2024-12-21,BAL,PIT,34,17,Home,BAL00,M&T Bank Stadium
2024,REG,16,2024-12-22,CAR,ARI,36,30,Home,CAR00,Bank of America Stadium
2024,REG,16,2024-12-22,CIN,CLE,24,6,Home,CIN00,Paycor Stadium
2024,REG,16,2024-12-22,CHI,DET,17,34,Home,CHI98,Soldier Field
2024,REG,16,2024-12-22,LV,JAX,19,14,Home,VEG00,Allegiant Stadium
2024,REG,16,2024-12-22,NYJ,LA,9,19,Home,NYC01,MetLife Stadium
2024,REG,16,2024-12-22,SEA,MIN,24,27,Home,SEA00,Lumen Field
2024,REG,16,2024-12-22,BUF,NE,24,21,Home,BUF00,New Era Field
2024,REG,16,2024-12-22,ATL,NYG,34,7,Home,ATL97,Mercedes-Benz Stadium
2024,REG,16,2024-12-22,WAS,PHI,36,33,Home,WAS00,FedExField
2024,REG,16,2024-12-22,MIA,SF,29,17,Home,MIA00,Hard Rock Stadium
2024,REG,16,2024-12-22,DAL,TB,26,24,Home,DAL00,AT&T Stadium
2024,REG,16,2024-12-22,IND,TEN,38,30,Home,IND00,Lucas Oil Stadium
2024,REG,16,2024-12-23,GB,NO,34,0,Home,GNB00,Lambeau Field
